segment,distance_A_minus1,q1,q2,q3,f1_cm_minus1,f2_cm_minus1,f3_cm_minus1
2.000000000000000000e+00,4.283178272321450653e-01,5.000000000000000000e-01,3.187499999999999778e-01,6.812500000000000222e-01,1.966566678726040891e+02,2.603082006127204409e+02,2.926030423438534740e+02
2.000000000000000000e+00,4.327863223186147468e-01,5.000000000000000000e-01,3.250000000000000111e-01,6.750000000000000444e-01,1.943908717652904841e+02,2.570832623550406311e+02,2.947249149555028680e+02
2.000000000000000000e+00,4.372548174050844838e-01,5.000000000000000000e-01,3.312499999999999889e-01,6.687499999999999556e-01,1.920883235820294033e+02,2.536241078649877636e+02,2.968737651202227994e+02
2.000000000000000000e+00,4.417233124915541653e-01,5.000000000000000000e-01,3.375000000000000222e-01,6.624999999999999778e-01,1.897656492003879976e+02,2.499428014587309406e+02,2.990336810037596820e+02
2.000000000000000000e+00,4.461918075780238468e-01,5.000000000000000000e-01,3.437500000000000000e-01,6.562500000000000000e-01,1.874376199945677115e+02,2.460525974474762734e+02,3.011906711644974735e+02
2.000000000000000000e+00,4.506603026644935284e-01,5.000000000000000000e-01,3.499999999999999778e-01,6.500000000000000222e-01,1.851174243558209014e+02,2.419680027852057833e+02,3.033323935272953236e+02
2.000000000000000000e+00,4.551287977509632099e-01,5.000000000000000000e-01,3.562500000000000111e-01,6.437500000000000444e-01,1.828169071504094632e+02,2.377048479754114396e+02,3.054479158833023575e+02
2.000000000000000000e+00,4.595972928374329469e-01,5.000000000000000000e-01,3.624999999999999889e-01,6.374999999999999556e-01,1.805467747123375659e+02,2.332803666354574261e+02,3.075275101992462510e+02
2.000000000000000000e+00,4.640657879239026284e-01,5.000000000000000000e-01,3.687500000000000222e-01,6.312499999999999778e-01,1.783167668022283294e+02,2.287132838600130071e+02,3.095624791829063156e+02
2.000000000000000000e+00,4.685342830103723100e-01,5.000000000000000000e-01,3.750000000000000000e-01,6.250000000000000000e-01,1.761357987244784056e+02,2.240239131106681327e+02,3.115450117911659049e+02
2.000000000000000000e+00,4.730027780968419915e-01,5.000000000000000000e-01,3.812499999999999778e-01,6.187500000000000222e-01,1.740120773801837117e+02,2.192342607276552258e+02,3.134680637859314061e+02
2.000000000000000000e+00,4.774712731833116730e-01,5.000000000000000000e-01,3.875000000000000111e-01,6.125000000000000444e-01,1.719531950001678808e+02,2.143681362359129707e+02,3.153252594851774688e+02
2.000000000000000000e+00,4.819397682697814100e-01,5.000000000000000000e-01,3.937500000000000444e-01,6.062499999999999556e-01,1.699662039790844688e+02,2.094512653096631425e+02,3.171108111937862759e+02
2.000000000000000000e+00,4.864082633562510916e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.999999999999999778e-01,1.680576758023443347e+02,2.045114004621038362e+02,3.188194532479446934e+02
2.000000000000000000e+00,4.908767584427207731e-01,5.000000000000000000e-01,4.062500000000000000e-01,5.937500000000000000e-01,1.662337466201437906e+02,1.995784221307067980e+02,3.204463880704801113e+02
2.000000000000000000e+00,4.953452535291904546e-01,5.000000000000000000e-01,4.124999999999999778e-01,5.875000000000000222e-01,1.645001516243281401e+02,1.946844197407531283e+02,3.219872420655908059e+02
