k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
127,0.026786,0.026786,0.053571,5.001199,2,20.362086293251508,20.862336,11.949886293251508,12.450135999999999,0.500249706748491
127,0.026786,0.026786,0.053571,5.001199,3,20.660234305165048,21.395446,12.248034305165048,12.983246,0.7352116948349519
127,0.026786,0.026786,0.053571,5.001199,4,21.379658412234793,22.39092,12.967458412234793,13.978720000000001,1.0112615877652082
128,0.035714,0.035714,0.071429,5.0413081,1,-3.0688465809884704,-3.0646704,-11.48104658098847,-11.4768704,0.0041761809884706125
128,0.035714,0.035714,0.071429,5.0413081,2,19.871340964965942,20.495207,11.459140964965941,12.083007,0.6238660350340588
128,0.035714,0.035714,0.071429,5.0413081,3,20.303012879109655,21.027105,11.890812879109655,12.614904999999998,0.7240921208903437
128,0.035714,0.035714,0.071429,5.0413081,4,21.42117595215424,22.500333,13.00897595215424,14.088133000000001,1.0791570478457615
129,0.044643,0.044643,0.089286,5.0814172,1,-3.013944159625537,-3.010182,-11.426144159625537,-11.422382,0.003762159625537276
129,0.044643,0.044643,0.089286,5.0814172,2,19.363803003622422,20.043862,10.951603003622422,11.631662,0.6800589963775785
129,0.044643,0.044643,0.089286,5.0814172,3,19.925713773051683,20.635159,11.513513773051683,12.222959000000001,0.7094452269483185
129,0.044643,0.044643,0.089286,5.0814172,4,21.474562054946315,22.589626,13.062362054946314,14.177425999999999,1.1150639450536843
130,0.053571,0.053571,0.107143,5.1215263,1,-2.9469161040947305,-2.944189,-11.359116104094731,-11.356389,0.002727104094730315
130,0.053571,0.053571,0.107143,5.1215263,2,18.850220770425633,19.542943,10.438020770425632,11.130743,0.6927222295743682
130,0.053571,0.053571,0.107143,5.1215263,3,19.536305275908322,20.215493,11.124105275908322,11.803292999999998,0.6791877240916762
130,0.053571,0.053571,0.107143,5.1215263,4,21.53978140810185,22.661524,13.127581408101848,14.249324,1.1217425918981512
131,0.0625,0.0625,0.125,5.1616354,1,-2.867806261882217,-2.8664859,-11.280006261882217,-11.2786859,0.0013203618822172913
131,0.0625,0.0625,0.125,5.1616354,2,18.33649516734593,19.020622,9.92429516734593,10.608422,0.6841268326540693
131,0.0625,0.0625,0.125,5.1616354,3,19.13923170141544,19.768597,10.72703170141544,11.356397,0.6293652985845597
131,0.0625,0.0625,0.125,5.1616354,4,21.616843500243643,22.719021,13.204643500243643,14.306821000000001,1.1021774997563583
132,0.071429,0.071429,0.142857,5.2017445,1,-2.776557741338539,-2.7767835,-11.18875774133854,-11.1889835,-0.00022575866146112844
132,0.071429,0.071429,0.142857,5.2017445,2,17.826188472268854,18.493583,9.413988472268853,10.081383,0.6673945277311475
132,0.071429,0.071429,0.142857,5.2017445,3,18.737350884731747,19.301747,10.325150884731746,10.889546999999999,0.5643961152682522
132,0.071429,0.071429,0.142857,5.2017445,4,21.70574088142504,22.764944,13.29354088142504,14.352744,1.0592031185749597
133,0.080357,0.080357,0.160714,5.2418537,1,-2.673255929432803,-2.674783,-11.085455929432804,-11.086983,-0.0015270705671972529
133,0.080357,0.080357,0.160714,5.2418537,2,17.321511151582342,17.968649,8.909311151582342,9.556448999999999,0.6471378484176569
133,0.080357,0.080357,0.160714,5.2418537,3,18.332653012927945,18.825965,9.920453012927945,10.413765,0.4933119870720546
133,0.080357,0.080357,0.160714,5.2418537,4,21.806486621912047,22.801028,13.394286621912046,14.388827999999998,0.994541378087952
