grid,k_index,axis,neighbor_index,G1,G2,G3,min_singular,max_singular,abs_determinant
6,172,2,178,0,0,0,0.8691428228009827,0.999234865410504,0.8555165495768292
6,172,1,208,0,0,0,0.8691415641220404,0.9992348686672662,0.8555152766833325
6,173,2,179,0,0,0,0.8169075737911445,0.9991220637017902,0.7699254366326381
6,173,1,209,0,0,0,0.8169037957828167,0.9991220614302113,0.7699215654250567
6,174,2,180,0,0,0,0.8084961579657257,0.9992949573539757,0.7655293060645058
6,174,1,210,0,0,0,0.8084965494306509,0.9992949437305706,0.7655291090909911
6,175,1,211,0,0,0,0.860218769229271,0.9993001551355436,0.8444382030136391
6,175,2,145,0,1,0,0.8169063080487577,0.9991220713473836,0.7699242252460103
6,176,1,212,0,0,0,0.8619386304690956,0.9992464509119217,0.8502563401193725
6,176,2,146,0,1,0,0.8691414674936357,0.9992348621818297,0.8555150999758344
6,177,1,213,0,0,0,0.8659465167424413,0.9991710202121759,0.8555819409508787
6,177,2,147,0,1,0,0.8711437434089793,0.9992172558368743,0.8612783456078827
6,178,1,214,0,0,0,0.8691411715568689,0.9992348619679053,0.8555147786367486
6,178,2,148,0,1,0,0.8741697889103136,0.9992614441923294,0.8625045785970828
6,179,1,215,0,0,0,0.8084978250772984,0.9992949606845504,0.7655302741750702
6,179,2,149,0,1,0,0.8664970729299529,0.9993555498281675,0.8495466538982905
6,180,1,216,0,0,0,0.8603261924710053,0.9991826963202338,0.7670751408193941
6,180,2,150,0,1,0,0.8084961970206759,0.9992949584468754,0.7655284153023818
6,181,2,187,0,0,0,0.8603274458248813,0.9991826890796459,0.7670762861622203
6,181,1,1,1,0,0,0.7966722876896623,0.9991334666534598,0.6729985742302742
6,182,2,188,0,0,0,0.8084961007718262,0.9992949555865911,0.7655283878119361
6,182,1,2,1,0,0,0.8603255061804377,0.9991826935280455,0.767074806239787
6,183,2,189,0,0,0,0.8691407807219025,0.9992348706979625,0.8555142662348559
6,183,1,3,1,0,0,0.8564898953132067,0.9990740922671014,0.772312830936513
6,184,2,190,0,0,0,0.865946046968896,0.9991710369810319,0.8555814081276241
6,184,1,4,1,0,0,0.8390305671448204,0.998961055108475,0.7737991817023646
6,185,2,191,0,0,0,0.8619403898720575,0.9992464490853784,0.8502580724958132
6,185,1,5,1,0,0,0.8169075350539646,0.9991220752235213,0.7699250386873439
6,186,2,192,0,0,0,0.8602211535856787,0.9993001447185429,0.8444406029316387
6,186,1,6,1,0,0,0.7327472485702952,0.9993112779958041,0.6708331758606365
6,187,2,193,0,0,0,0.9734241751176798,0.999113826260337,0.9587031452691227
6,187,1,7,1,0,0,0.8603268605958999,0.9991827185087272,0.7670759394025588
6,188,2,194,0,0,0,0.8619405141844376,0.9992464560674936,0.850258285367455
6,188,1,8,1,0,0,0.8602162151883311,0.9993001348914241,0.8444354563996813
6,189,2,195,0,0,0,0.8741685358422278,0.999261437526608,0.8625034062855897
6,189,1,9,1,0,0,0.8619415199976133,0.9992464435291328,0.8502591908921805
6,190,2,196,0,0,0,0.9829098077050136,0.9991358010602603,0.9711358551129352
6,190,1,10,1,0,0,0.8659470386095245,0.9991710201307143,0.855582455151693
6,191,2,197,0,0,0,0.9817488203168246,0.9990726573802559,0.9742740793571858
6,191,1,11,1,0,0,0.8691429268935889,0.9992348679968616,0.8555165447816251
6,192,2,198,0,0,0,0.9786837742101301,0.9991419453714387,0.9704132972860124
6,192,1,12,1,0,0,0.8084960607305404,0.9992949572811379,0.7655284511465745
6,193,2,199,0,0,0,0.9905780495701538,0.9988969777350718,0.9800867119017262
6,193,1,13,1,0,0,0.8564907669794353,0.9990741003054182,0.7723126290972813
6,194,2,200,0,0,0,0.9817486397719399,0.9990726555050697,0.9742738456533466
6,194,1,14,1,0,0,0.861939438779608,0.999246453231383,0.8502569858984231
6,195,2,201,0,0,0,0.8647863796631291,0.9991832819934036,0.8590865969705266
6,195,1,15,1,0,0,0.8630346525994901,0.9992410643001901,0.855689201163856
6,196,2,202,0,0,0,0.8647831844185618,0.999183289687527,0.8590834208710404
6,196,1,16,1,0,0,0.8647822395074138,0.9991832835088635,0.8590824640907615
6,197,2,203,0,0,0,0.9817486616486043,0.9990726631590505,0.9742738710698852
6,197,1,17,1,0,0,0.8711428430144923,0.9992172447313454,0.8612774799881433
6,198,2,204,0,0,0,0.9905782282622547,0.9988969760341482,0.9800867333955536
6,198,1,18,1,0,0,0.8210250630412725,0.9991974457398319,0.7738791746860557
6,199,2,205,0,0,0,0.9786840721180796,0.9991419373650173,0.9704134937007688
6,199,1,19,1,0,0,0.8390301151105362,0.9989610788928923,0.7737997429563238
6,200,2,206,0,0,0,0.9817487259156684,0.9990726580988177,0.9742739245927942
6,200,1,20,1,0,0,0.8659486344917153,0.9991710236849997,0.855584044945541
6,201,2,207,0,0,0,0.9829099313710661,0.9991358116988343,0.9711360070156133
6,201,1,21,1,0,0,0.8647826262652258,0.9991832843049926,0.8590828710544914
6,202,2,208,0,0,0,0.8741715927637578,0.9992614387991403,0.8625063335488458
6,202,1,22,1,0,0,0.8670549682884509,0.9991917538222718,0.8596864597958879
6,203,2,209,0,0,0,0.8619398627725818,0.9992464472503044,0.850257543369723
6,203,1,23,1,0,0,0.874171980998483,0.9992614409361317,0.8625066606402938
6,204,2,210,0,0,0,0.9734238616244834,0.9991138084544107,0.9587026801487443
6,204,1,24,1,0,0,0.8210233917252995,0.9991974409257438,0.7738770620572752
6,205,2,211,0,0,0,0.8602196206805154,0.9993001588389381,0.8444391557246149
6,205,1,25,1,0,0,0.8169054226647465,0.9991220833683394,0.7699234658804887
6,206,2,212,0,0,0,0.8619408408785847,0.9992464517327516,0.8502585813223141
6,206,1,26,1,0,0,0.8691437145245765,0.9992348763565109,0.8555175055987999
6,207,2,213,0,0,0,0.8659471219606687,0.9991710249102467,0.855582519090741
6,207,1,27,1,0,0,0.8711436324197709,0.9992172494419181,0.8612782171900744
6,208,2,214,0,0,0,0.8691429059138528,0.9992348729830955,0.8555165042469066
6,208,1,28,1,0,0,0.8741702959812853,0.9992614343038309,0.8625051278582735
6,209,2,215,0,0,0,0.8084955990653339,0.9992949560889084,0.7655287899643821
6,209,1,29,1,0,0,0.8664969899067296,0.9993555515138085,0.8495463249358957
6,210,2,216,0,0,0,0.8603282791578141,0.999182713720879,0.7670775315444814
6,210,1,30,1,0,0,0.8084951108073419,0.9992949687149434,0.7655273695452084
6,211,1,31,1,0,0,0.7327458767942246,0.9993112721827085,0.6708318234285292
6,211,2,181,0,1,0,0.7327469656217945,0.9993112728128097,0.6708324909217733
6,212,1,32,1,0,0,0.8084965723232538,0.9992949567022149,0.7655295182429406
6,212,2,182,0,1,0,0.8084956222592223,0.999294957666275,0.7655283300698112
6,213,1,33,1,0,0,0.8210247299883876,0.9991974352199398,0.7738780127291842
6,213,2,183,0,1,0,0.8210239084850111,0.9991974332507634,0.7738775152936067
6,214,1,34,1,0,0,0.8210241219554222,0.9991974431138585,0.7738778021420559
6,214,2,184,0,1,0,0.8210231288903846,0.9991974295186489,0.7738767730190728
6,215,1,35,1,0,0,0.8084974783347674,0.9992949536425899,0.7655294319979263
6,215,2,185,0,1,0,0.8084967775977415,0.9992949583546479,0.7655289562512145
6,216,1,36,1,0,0,0.7327492344480567,0.9993112755593045,0.6708348579780863
6,216,2,186,0,1,0,0.7327458328511197,0.9993112799194415,0.6708310434825128
