ik,iband,path_distance_tpiba,kx_tpiba,ky_tpiba,kz_tpiba,energy_eV,Si_s_weight,Si_p_weight,projection_norm
25,7,1.0,1.0,0.0,0.0,16.65743536230894,8.249101224498351e-13,0.9221144014023419,0.9221144014031668
25,8,1.0,1.0,0.0,0.0,16.657435361720058,3.0677551168466696e-13,0.9221145703914857,0.9221145703917925
26,1,1.0416666666666667,1.0,0.04166666666666666,0.0,-1.4791853344701988,0.5581377552845516,0.43483751860762426,0.9929752738921758
26,2,1.0416666666666667,1.0,0.04166666666666666,0.0,-1.4791853343110355,0.5581391956687802,0.4348360556595663,0.9929752513283465
26,3,1.0416666666666667,1.0,0.04166666666666666,0.0,3.470647823140701,0.0014971451451621925,0.9926866207119942,0.9941837658571564
26,4,1.0416666666666667,1.0,0.04166666666666666,0.0,3.470647823276829,0.0014973314936119401,0.9926867974749857,0.9941841289685976
26,5,1.0416666666666667,1.0,0.04166666666666666,0.0,7.115481276096065,0.33959717200217576,0.49028513568137705,0.8298823076835529
26,6,1.0416666666666667,1.0,0.04166666666666666,0.0,7.115481275726006,0.3395948037605408,0.49028431847951354,0.8298791222400543
26,7,1.0416666666666667,1.0,0.04166666666666666,0.0,16.58323991445807,0.00312761033879899,0.8933463938851872,0.8964740042239862
26,8,1.0416666666666667,1.0,0.04166666666666666,0.0,16.583239914534374,0.0031275917699354595,0.8933470329541217,0.8964746247240571
27,1,1.0833333333333335,1.0,0.08333333333333333,0.0,-1.4713247552774067,0.5596816449840396,0.4333781628279824,0.9930598078120221
27,2,1.0833333333333335,1.0,0.08333333333333333,0.0,-1.471324754896447,0.5596841432410801,0.4333755760399804,0.9930597192810604
27,3,1.0833333333333335,1.0,0.08333333333333333,0.0,3.4030506459187047,0.005229050696777451,0.9886372107562125,0.99386626145299
27,4,1.0833333333333335,1.0,0.08333333333333333,0.0,3.403050646644672,0.005226976168019576,0.9886394953275703,0.9938664714955899
27,5,1.0833333333333335,1.0,0.08333333333333333,0.0,7.241027483877602,0.3298059809365139,0.4954408682079046,0.8252468491444185
27,6,1.0833333333333335,1.0,0.08333333333333333,0.0,7.241027484038589,0.3298039847120012,0.4954404550491413,0.8252444397611425
27,7,1.0833333333333335,1.0,0.08333333333333333,0.0,16.330766476837837,0.013274386728091479,0.7662235458212237,0.7794979325493151
27,8,1.0833333333333335,1.0,0.08333333333333333,0.0,16.33076647699457,0.013274330207800705,0.7662240619940167,0.7794983922018174
