ik,band,distance_inv_A,energy_eV,native_weight,pw_weight
34,1,3.073280113068,-5.0076392915555,1.0,1.0000000000000002
34,2,3.073280113068,2.2763800471118034,1.0,0.9999999999999992
34,3,3.073280113068,5.459777506164104,1.0,0.9999999999999993
34,4,3.073280113068,5.459777506165796,1.0,0.9999999999999981
34,5,3.073280113068,8.278313860717441,1.0,0.9999999999999973
34,6,3.073280113068,9.746242775708325,1.0,1.0000000000000024
34,7,3.073280113068,9.74624277581823,1.0,0.9999999999999997
34,8,3.073280113068,13.14975804420219,1.0,1.0000000000000053
35,1,3.157289525897,-5.251210987037722,1.0,1.0
35,2,3.157289525897,3.0487372556952557,1.0,1.0
35,3,3.157289525897,5.610371462692317,1.0,0.9999999999999993
35,4,3.157289525897,5.610371462034226,1.0,0.9999999999999996
35,5,3.157289525897,8.437365339505122,1.0,1.0
35,6,3.157289525897,9.638455932731434,1.0,1.000000000000002
35,7,3.157289525897,9.63845593279952,1.0,0.9999999999999991
35,8,3.157289525897,12.451210877101126,1.0,1.0000000000000024
36,1,3.241298938726,-5.4540567497054395,1.0,0.9999999999999998
36,2,3.241298938726,3.8401923297698537,1.0,1.0000000000000009
36,3,3.241298938726,5.772842699006974,1.0,0.9999999999999997
36,4,3.241298938726,5.772842699000911,1.0,0.9999999999999982
36,5,3.241298938726,8.601514490954404,1.0,1.0000000000000013
36,6,3.241298938726,9.454158746007042,1.0,1.0000000000000009
36,7,3.241298938726,9.454158745930563,1.0,0.9999999999999977
36,8,3.241298938726,11.72242119775759,1.0,0.9999999999999977
37,1,3.325308351555,-5.6137590449950725,1.0,0.9999999999999994
37,2,3.325308351555,4.628887069336596,1.0,0.9999999999999966
37,3,3.325308351555,5.936439692539969,1.0,1.0
37,4,3.325308351555,5.936439692661088,1.0,0.999999999999999
37,5,3.325308351555,8.752059153383021,1.0,1.0000000000000027
37,6,3.325308351555,9.229609360666018,1.0,0.9999999999999978
37,7,3.325308351555,9.229609360624432,1.0,1.0000000000000002
37,8,3.325308351555,10.999186950667724,1.0,0.9999999999999998
38,1,3.409317764384,-5.728736334585086,1.0,0.9999999999999991
38,2,3.409317764384,5.372654233085687,1.0,0.9999999999999982
38,3,3.409317764384,6.083881884228715,1.0,0.9999999999999983
38,4,3.409317764384,6.083881884249823,1.0,0.9999999999999998
38,5,3.409317764384,8.854017464313701,1.0,1.0000000000000024
38,6,3.409317764384,9.014340819924902,1.0,1.0000000000000016
38,7,3.409317764384,9.014340823361342,1.0,1.0000000000000002
38,8,3.409317764384,10.336732938514709,1.0,0.999999999999998
39,1,3.493327177213,-5.798077653110602,1.0,1.000000000000001
39,2,3.493327177213,5.974962032086137,1.0,1.000000000000024
39,3,3.493327177213,6.190442817399404,1.0,0.9999999999999976
39,4,3.493327177213,6.190442817426447,1.0,1.0000000000000004
39,5,3.493327177213,8.852691044436881,1.0,0.9999999999999777
39,6,3.493327177213,8.857793805056676,1.0,0.999999999999988
39,7,3.493327177213,8.857793807947678,1.0,1.0000000000000009
39,8,3.493327177213,9.861210452736836,1.0,0.9999999999999981
40,1,3.577336590042,-5.821232223691898,1.0,0.9999999999999989
40,2,3.577336590042,6.230001316938987,1.0,0.9999999999999982
40,3,3.577336590042,6.230001316956438,1.0,1.0000000000000002
40,4,3.577336590042,6.230001316985706,1.0,1.0000000000000004
40,5,3.577336590042,8.800090632052001,1.0,0.9999999999999994
40,6,3.577336590042,8.800090632100765,1.0,1.0000000000000062
40,7,3.577336590042,8.800090632080607,1.0,1.0000000000000036
40,8,3.577336590042,9.70346296522998,1.0,1.0000000000000009
